IPR000092|A0A010PIY8	IPR000092|A0A010PIY8
IPR000119|A0A009GDA9	IPR000119|A0A009L9W2
IPR000119|A0A009GDA9	IPR000119|A0A009MQX4
IPR000119|A0A009GDA9	IPR000119|A0A009PI68
IPR000119|A0A009GDA9	IPR000119|A0A009QV47
IPR000119|A0A009GDA9	IPR000119|A0A009SED0
IPR000119|A0A009GDA9	IPR000119|A0A009YPU4
IPR000119|A0A009GIW9	IPR000119|A0A009GIW9
IPR000119|A0A009GIW9	IPR000119|A0A009EZ66
IPR000119|A0A009GIW9	IPR000119|A0A009H3T4
IPR000119|A0A009GIW9	IPR000119|A0A009HTH2
IPR000119|A0A009GIW9	IPR000119|A0A009KHR2
IPR000119|A0A009GIW9	IPR000119|A0A009MJD0
IPR000119|A0A009GIW9	IPR000119|A0A009QHY3
IPR000119|A0A009GIW9	IPR000119|A0A009RE17
IPR000119|A0A009GIW9	IPR000119|A0A009SJA8
IPR000119|A0A009GIW9	IPR000119|A0A009ZSC1
IPR000119|A0A009ZBX5	IPR000119|A0A009ZBX5
IPR000119|A0A009ZBX5	IPR000119|A0A009FWZ7
IPR000119|A0A009ZBX5	IPR000119|A0A009GU66
IPR000119|A0A009ZBX5	IPR000119|A0A009HD37
IPR000119|A0A009ZBX5	IPR000119|A0A009HM91
IPR000119|A0A009ZBX5	IPR000119|A0A009KNB1
IPR000119|A0A009ZBX5	IPR000119|A0A009MPD9
IPR000119|A0A009ZBX5	IPR000119|A0A009PK40
IPR000119|A0A009ZBX5	IPR000119|A0A009RSS5
IPR000119|A0A009ZBX5	IPR000119|A0A009TMJ3
IPR000120|A0A009EY26	IPR000120|A0A009EY26
IPR000120|A0A009EY26	IPR000120|A0A009GE46
IPR000120|A0A009EY26	IPR000120|A0A009HFK0
IPR000120|A0A009EY26	IPR000120|A0A009ISN8
IPR000120|A0A009EY26	IPR000120|A0A009LME5
IPR000120|A0A009EY26	IPR000120|A0A009NEL0
IPR000120|A0A009EY26	IPR000120|A0A009Q5C3
IPR000120|A0A009EY26	IPR000120|A0A009RWN0
IPR000120|A0A009EY26	IPR000120|A0A009SEY4
IPR000120|A0A009EY26	IPR000120|A0A009ZGA4
IPR000120|A0A009GWT7	IPR000120|A0A009GWT7
IPR000120|A0A009GWT7	IPR000120|A0A009HPU1
IPR000120|A0A009GWT7	IPR000120|A0A009HUP6
IPR000120|A0A009GWT7	IPR000120|A0A009MDR9
IPR000120|A0A009GWT7	IPR000120|A0A009QEM6
IPR000120|A0A009GWT7	IPR000120|A0A009QKU3
IPR000120|A0A009GWT7	IPR000120|A0A009RX83
IPR000120|A0A009GWT7	IPR000120|A0A009KT58
IPR000120|A0A009L4F9	IPR000120|A0A009L4F9
IPR000120|A0A009RAJ5	IPR000120|A0A009RAJ5
IPR000120|A0A009RAJ5	IPR000120|A0A009LP30
IPR000120|A0A009RMN4	IPR000120|A0A009RMN4
IPR000120|A0A009YUA0	IPR000120|A0A009YUA0
IPR000120|A0A009YUA0	IPR000120|A0A009FKK4
IPR000120|A0A009YUA0	IPR000120|A0A009KPW7
IPR000120|A0A009Z8F1	IPR000120|A0A009Z8F1
IPR000120|A0A009Z8F1	IPR000120|A0A009H7N3
IPR000120|A0A009Z8F1	IPR000120|A0A009GCL2
IPR000120|A0A009Z8F1	IPR000120|A0A009HHQ8
IPR000120|A0A009Z8F1	IPR000120|A0A009RP18
IPR000123|A0A010REZ4	IPR000123|A0A010REZ4
IPR000123|A0A011MSW7	IPR000123|A0A011MSW7
IPR000123|A0A011NVZ0	IPR000123|A0A011NVZ0
IPR000123|A0A011NVZ0	IPR000123|A0A011N328
IPR000123|A0A011NVZ0	IPR000123|A0A010RIR7
IPR000123|A0A011NVZ0	IPR000123|A0A010SLH7
IPR000123|A0A011NVZ0	IPR000123|A0A010TBL9
IPR000123|A0A011U8E4	IPR000123|A0A011U8E4
IPR000123|A0A015S8P4	IPR000123|A0A015S8P4
IPR000123|A0A015S8P4	IPR000123|A0A015SYJ6
IPR000123|A0A015S8P4	IPR000123|A0A015UAE2
IPR000123|A0A015S8P4	IPR000123|A0A015VH73
IPR000123|A0A015S8P4	IPR000123|A0A015YCM8
IPR000123|A0A015S8P4	IPR000123|A0A015YCZ1
IPR000123|A0A015S8P4	IPR000123|A0A015ZMV8
IPR000123|A0A015S8P4	IPR000123|A0A016EBQ1
IPR000123|A0A015S8P4	IPR000123|A0A016I369
IPR000123|A0A015S8P4	IPR000123|A0A017NGZ6
IPR000123|A0A015U0E0	IPR000123|A0A015U0E0
IPR000123|A0A015YGE3	IPR000123|A0A015YGE3
IPR000123|A0A017SUV6	IPR000123|A0A017SUV6
IPR000123|A0A017T1K8	IPR000123|A0A017T1K8
IPR000123|A0A017TBZ3	IPR000123|A0A017TBZ3
IPR000123|A0A022FP59	IPR000123|A0A022FP59
IPR000123|A0A022NA97	IPR000123|A0A022NA97
IPR000123|A0A022PBL0	IPR000123|A0A022PBL0
IPR000123|A0A023X9I3	IPR000123|A0A023X9I3
IPR000123|A0A023XUQ8	IPR000123|A0A023XUQ8
IPR000123|A0A023XW16	IPR000123|A0A023XW16
IPR000123|A0A031HTH1	IPR000123|A0A031HTH1
IPR000124|A0A286ZVY3	IPR000124|A0A286ZVY3
IPR000124|A0A286ZVY3	IPR000124|A0A286ZPA9
IPR000124|A0A286ZVY3	IPR000124|A0A4X1SGJ9
IPR000124|A0A286ZVY3	IPR000124|A0A5G2QHJ8
IPR000124|A0A3Q2GSA0	IPR000124|A0A3Q2GSA0
IPR000124|A0A3Q2GSA0	IPR000124|A0A3Q2H986
IPR000124|A0A3Q2GSA0	IPR000124|A0A3Q2LRX4
IPR000124|A0A4W2C5E4	IPR000124|A0A4W2C5E4
IPR000124|A0A4W2C5E4	IPR000124|A0A452ELK1
IPR000124|A0A4W2C5E4	IPR000124|A0A4W2GK50
IPR000124|A0A4W2C5E4	IPR000124|A0A5J5MVY4
IPR000124|A0A4W2C5E8	IPR000124|A0A4W2C5E8
IPR000124|A0A4W2C5E8	IPR000124|A0A212CQ00
IPR000124|A0A4W2C5E8	IPR000124|A0A452DLM2
IPR000124|A0A4W2C5E8	IPR000124|A0A4W2I264
IPR000124|A0A4W2C5E8	IPR000124|A0A4W2I285
IPR000124|A0A4X1SFR2	IPR000124|A0A4X1SFR2
IPR000124|A0A4X1SGL5	IPR000124|A0A4X1SGL5
IPR000124|A0A4X1SGL5	IPR000124|A0A4X1SGK5
IPR000124|A0A4X1SHD7	IPR000124|A0A4X1SHD7
IPR000124|A0A4X1SHD7	IPR000124|A0A5G2QBU5
IPR000124|A0A4X1SHD7	IPR000124|A0A5G2QDN7
IPR000124|A0A4X1SI39	IPR000124|A0A4X1SI39
IPR000124|A0A4X1SI39	IPR000124|A0A4X1SGT6
IPR000124|A0A4X1SI39	IPR000124|A0A4X1SH25
IPR000124|A0A5G2QFU7	IPR000124|A0A5G2QFU7
IPR000124|A0A5G2QFU7	IPR000124|A0A4X1SFL6
IPR000124|A0A5G2QFU7	IPR000124|A0A4X1SFT7
IPR000124|A0A5G2QFU7	IPR000124|A0A5G2RMD6
IPR000124|A0A5G2RIZ4	IPR000124|A0A5G2RIZ4
IPR000125|A0A0C3MA99	IPR000125|A0A0C3MA99
IPR000125|A0A0C3MA99	IPR000125|A0A0D1BS68
IPR000125|A0A0C3MA99	IPR000125|A0A0E1KRZ1
IPR000125|A0A0C3MA99	IPR000125|A0A0M1IYB0
IPR000125|A0A0C3MA99	IPR000125|A0A0S6U4A1
IPR000125|A0A0C3MA99	IPR000125|A0A175M4D1
IPR000125|A0A0C3MA99	IPR000125|A0A1I0ZK15
IPR000125|A0A0C5VGT4	IPR000125|A0A0C5VGT4
IPR000125|A0A0J6L2X5	IPR000125|A0A0J6L2X5
IPR000125|A0A0J6L2X5	IPR000125|A0A073KMF1
IPR000125|A0A0J6L2X5	IPR000125|A0A090YYU3
IPR000125|A0A0J6L2X5	IPR000125|A0A0B6AQG2
IPR000125|A0A0J6L2X5	IPR000125|A0A0K0KAW4
IPR000125|A0A0J6L2X5	IPR000125|A0A0L1MAM5
IPR000125|A0A0J6L2X5	IPR000125|A0A1E8B5F1
IPR000125|A0A0J6L2X5	IPR000125|A0A1H3N0Q1
IPR000125|A0A0S2S5N0	IPR000125|A0A0S2S5N0
IPR000125|A0A0S2S5N0	IPR000125|A0A0K2FFR4
IPR000125|A0A0S2S5N0	IPR000125|A0A0D7X7Q3
IPR000125|A0A0S2S5N0	IPR000125|A0A1D7MI11
IPR000125|A0A172TE62	IPR000125|A0A172TE62
IPR000125|A0A1D7XJU4	IPR000125|A0A1D7XJU4
IPR000125|A0A1E7DQ55	IPR000125|A0A1E7DQ55
IPR000125|A0A1E7DQ55	IPR000125|A0A0M1NL97
IPR000125|A0A1E7DQ55	IPR000125|A0A0V8JKL3
IPR000125|A0A1E7DQ55	IPR000125|A0A1B3XPC2
IPR000125|A0A1H0BPR7	IPR000125|A0A1H0BPR7
IPR000125|A0A1H0BPR7	IPR000125|A0A1G6Q4I5
IPR000125|A0A1H0BPR7	IPR000125|A0A1H3G8S0
IPR000125|A0A1H6AM82	IPR000125|A0A1H6AM82
IPR000128|A0A023T5K8	IPR000128|A0A023T5K8
IPR000128|A0A059XN57	IPR000128|A0A059XN57
IPR000128|A0A061I4Q9	IPR000128|A0A061I4Q9
IPR000128|A0A0D9S1Q1	IPR000128|A0A0D9S1Q1
IPR000128|A0A0D9S1Q1	IPR000128|A0A096NCP7
IPR000128|A0A0D9S1Q1	IPR000128|A0A1U7R171
IPR000128|A0A0D9S1Q1	IPR000128|A0A287BA88
IPR000150|A0A011SN08	IPR000150|A0A011SN08
IPR000150|A0A011T7V0	IPR000150|A0A011T7V0
IPR000150|A0A011UBB3	IPR000150|A0A011UBB3
IPR000150|A0A011UIW1	IPR000150|A0A011UIW1
IPR000150|A0A011VWA8	IPR000150|A0A011VWA8
IPR000151|A0A060N3C7	IPR000151|A0A060N3C7
IPR000151|A0A060Y290	IPR000151|A0A060Y290
IPR000151|A0A060YFH9	IPR000151|A0A060YFH9
IPR000151|A0A060YNK4	IPR000151|A0A060YNK4
IPR000151|A0A087XMS4	IPR000151|A0A087XMS4
IPR000151|A0A087XMS4	IPR000151|A0A096M609
IPR000151|A0A087XMS4	IPR000151|A0A0S7FN63
IPR000151|A0A087XMS4	IPR000151|A0A0S7FUE6
IPR000151|A0A087XT41	IPR000151|A0A087XT41
IPR000151|A0A087YPF7	IPR000151|A0A087YPF7
IPR000151|A0A087YPF7	IPR000151|A0A0S7MIY4
IPR000151|A0A087YPF7	IPR000151|A0A147B040
IPR000151|A0A091DBL9	IPR000151|A0A091DBL9
IPR000151|A0A091GBH4	IPR000151|A0A091GBH4
IPR000151|A0A091GBH4	IPR000151|A0A091ID90
IPR000151|A0A091GBH4	IPR000151|A0A091UVU8
IPR000151|A0A091GBH4	IPR000151|A0A0Q3TZW3
IPR000151|A0A093GE13	IPR000151|A0A093GE13
IPR000151|A0A096N0J3	IPR000151|A0A096N0J3
IPR000151|A0A0N8JXK5	IPR000151|A0A0N8JXK5
IPR000151|A0A0P7WC32	IPR000151|A0A0P7WC32
IPR000151|A0A0P7WDA3	IPR000151|A0A0P7WDA3
IPR000151|A0A0S7GPB3	IPR000151|A0A0S7GPB3
IPR000151|A0A0S7GPB3	IPR000151|A0A0S7GQ08
IPR000151|A0A0S7GPB3	IPR000151|A0A087XQ07
IPR000151|A0A151NV60	IPR000151|A0A151NV60
IPR000151|A0A1A6GVC5	IPR000151|A0A1A6GVC5
IPR000151|A0A1A6GVC5	IPR000151|A0A061I730
IPR000151|A0A1A6GVC5	IPR000151|A0A0D9R138
IPR000151|A0A1A7WE29	IPR000151|A0A1A7WE29
IPR000153|A0A059ZXG7	IPR000153|A0A059ZXG7
IPR000153|A0A059ZXG7	IPR000153|A0A059ZXG4
IPR000153|A0A059ZXG7	IPR000153|A0A060A105
IPR000153|A0A059ZXG7	IPR000153|A0A060A1B1
IPR000153|A0A059ZXG7	IPR000153|A0A060A5K6
IPR000153|A0A059ZXG7	IPR000153|A0A060A5L1
IPR000153|A0A059ZXG7	IPR000153|A0A060A620
IPR000153|A0A076L773	IPR000153|A0A076L773
IPR000153|A0A076L773	IPR000153|A0A059ZXF9
IPR000153|A0A076L773	IPR000153|A0A060A100
IPR000153|A0A076L773	IPR000153|A0A060A1A5
IPR000153|A0A076L773	IPR000153|A0A060A1B6
IPR000153|A0A076L773	IPR000153|A0A060A623
IPR000153|A0A076L773	IPR000153|A0A068FNW7
IPR000153|A0A076L773	IPR000153|A0A097BVL0
IPR000153|A0A076L773	IPR000153|A0A097BVM7
IPR000153|A0A076L773	IPR000153|A0A0A0QMX3
IPR000153|A0A076L773	IPR000153|A0A0A0QQ93
IPR000153|A0A076L773	IPR000153|A0A0A0QQB5
IPR000153|A0A076L773	IPR000153|A0A0A0QQC5
IPR000153|A0A076L773	IPR000153|A0A0A0QRB2
IPR000153|A0A076L773	IPR000153|A0A0A0QRD6
IPR000153|A0A076L773	IPR000153|A0A0A0QRX8
IPR000153|A0A076L773	IPR000153|A0A0A7UXB2
IPR000153|A0A0A0P8S4	IPR000153|A0A0A0P8S4
IPR000153|A0A0A1CJJ6	IPR000153|A0A0A1CJJ6
IPR000153|A0A0A1CJJ6	IPR000153|A0A0A1ED77
IPR000153|A0A0B5CN20	IPR000153|A0A0B5CN20
IPR000153|A0A0B5CN20	IPR000153|A0A023VY61
IPR000153|A0A0B5CN20	IPR000153|A0A0A0N1Y3
IPR000154|A0A0G2JSK4	IPR000154|A0A0G2JSK4
IPR000154|A0A0G2JSK4	IPR000154|A0A1U7QY50
IPR000154|A0A0G2JSK4	IPR000154|A0A6J0D2B1
IPR000154|A0A0G2JSK4	IPR000154|A0A6P5PHL6
IPR000154|A0A0G2JSK4	IPR000154|A0A6P5PIX9
IPR000154|A0A0G2JSK4	IPR000154|A0A8C2MFU2
IPR000154|A0A0G2JSK4	IPR000154|A0A8C6GIJ0
IPR000154|A0A0G2JSK4	IPR000154|A0A8C6GJA0
IPR000154|A0A0G2JSK4	IPR000154|A0A8C8T5V9
IPR000154|A0A0G2JSK4	IPR000154|A0A8C8W1M1
IPR000154|A0A0G2JSK4	IPR000154|A0A8J6KVU2
IPR000154|A0A0G2JSK4	IPR000154|G3UYL9
IPR000154|A0A0G2JSK4	IPR000154|G3V7D9
IPR000154|A0A0G2JSK4	IPR000154|Q6PDF2
IPR000154|A0A0G2JSK4	IPR000154|P30557
IPR000154|A0A0G2JSK4	IPR000154|P34980
IPR000154|A0A0G2JSK4	IPR000154|Q99PG3
IPR000154|A0A821Q288	IPR000154|A0A821Q288
IPR000154|A0A821Q288	IPR000154|A0A1A6HPA3
IPR000154|A0A821Q288	IPR000154|A0A3L7IDJ4
IPR000155|A0A087R202	IPR000155|A0A087R202
IPR000155|A0A087R202	IPR000155|A0A087VKS6
IPR000155|A0A087R202	IPR000155|A0A091D0B4
IPR000155|A0A087R202	IPR000155|A0A091EXS2
IPR000155|A0A087R202	IPR000155|A0A091FN23
IPR000155|A0A087R202	IPR000155|A0A091GQ80
IPR000155|A0A087R202	IPR000155|A0A091ICZ6
IPR000155|A0A087R202	IPR000155|A0A091J0K0
IPR000155|A0A087R202	IPR000155|A0A091KDU3
IPR000155|A0A087R202	IPR000155|A0A091L0R4
IPR000155|A0A087R202	IPR000155|A0A091LL19
IPR000155|A0A087R202	IPR000155|A0A091MBS9
IPR000155|A0A087R202	IPR000155|A0A091NNQ9
IPR000155|A0A087R202	IPR000155|A0A091QGQ5
IPR000155|A0A087R202	IPR000155|A0A091SC29
IPR000155|A0A087R202	IPR000155|A0A091U4C8
IPR000155|A0A087R202	IPR000155|A0A091WAW9
IPR000155|A0A087R202	IPR000155|A0A091X761
IPR000155|A0A087R202	IPR000155|A0A093CZU1
IPR000155|A0A087R202	IPR000155|A0A093EI18
IPR000155|A0A087R202	IPR000155|A0A093EN02
IPR000155|A0A087R202	IPR000155|A0A093GEI5
IPR000155|A0A087R202	IPR000155|A0A093HGF7
IPR000155|A0A087R202	IPR000155|A0A093IQ60
IPR000155|A0A087R202	IPR000155|A0A093NW11
IPR000155|A0A087R202	IPR000155|A0A093T0E6
IPR000155|A0A087R202	IPR000155|A0A060X4Z0
IPR000155|A0A087R202	IPR000155|A0A060VM73
IPR000155|A0A087R202	IPR000155|A0A060WM41
IPR000155|A0A087R202	IPR000155|A0A075C2N1
IPR000085|A0A009HA31	IPR000085|A0A009HA31
IPR000085|A0A009HA31	IPR000085|A0A009HSU8
IPR000085|A0A009HA31	IPR000085|A0A009IKZ6
IPR000085|A0A009HA31	IPR000085|A0A009LPW5
IPR000085|A0A009HA31	IPR000085|A0A009MM46
IPR000085|A0A009HA31	IPR000085|A0A009PA22
IPR000085|A0A009HA31	IPR000085|A0A009R823
IPR000085|A0A009HA31	IPR000085|A0A009RXV0
IPR000085|A0A009HA31	IPR000085|A0A009YNM0
IPR000085|A0A009HA31	IPR000085|A0A010IWR0
IPR000085|A0A009HA31	IPR000085|A0A013SWW2
IPR000085|A0A009HA31	IPR000085|A0A013SZY1
IPR000085|A0A009HA31	IPR000085|A0A013TGY8
IPR000085|A0A009HA31	IPR000085|A0A014BEZ3
IPR000085|A0A009HA31	IPR000085|A0A014BT63
IPR000085|A0A009HA31	IPR000085|A0A009FVK8
IPR000085|A0A010NVB0	IPR000085|A0A010NVB0
IPR000085|A0A010TA78	IPR000085|A0A010TA78
IPR000085|A0A010ZVS3	IPR000085|A0A010ZVS3
IPR000085|A0A011N7M1	IPR000085|A0A011N7M1
IPR000085|A0A011N7M1	IPR000085|A0A011MI74
IPR000085|A0A011N7M1	IPR000085|A0A011NWD3
IPR000085|A0A011N7M1	IPR000085|A0A011PGC3
IPR000085|A0A011N7M1	IPR000085|A0A011QSR8
IPR000085|A0A011NFF2	IPR000085|A0A011NFF2
IPR000085|A0A011Q4N7	IPR000085|A0A011Q4N7
IPR000085|A0A011TYA4	IPR000085|A0A011TYA4
IPR000085|A0A011UIV7	IPR000085|A0A011UIV7
IPR000085|A0A011V746	IPR000085|A0A011V746
IPR000085|A0A011V746	IPR000085|A0A011U1V7
IPR000090|A0A010ZUU2	IPR000090|A0A010ZUU2
IPR000090|A0A011QRE2	IPR000090|A0A011QRE2
IPR000090|A0A011QRE2	IPR000090|A0A011NU70
IPR000090|A0A011QRE2	IPR000090|A0A011PQ28
IPR000090|A0A011QRE2	IPR000090|A0A011PXK6
IPR000090|A0A011R062	IPR000090|A0A011R062
IPR000090|A0A011UTB6	IPR000090|A0A011UTB6
IPR000090|A0A011V4X5	IPR000090|A0A011V4X5
IPR000090|A0A013WKH8	IPR000090|A0A013WKH8
IPR000090|A0A016XEK1	IPR000090|A0A016XEK1
IPR000090|A0A016XEK1	IPR000090|A0A014P2J7
IPR000090|A0A017HCZ1	IPR000090|A0A017HCZ1
IPR000090|A0A017HIQ5	IPR000090|A0A017HIQ5
IPR000090|A0A017HTM2	IPR000090|A0A017HTM2
IPR000090|A0A017RWL0	IPR000090|A0A017RWL0
IPR000090|A0A021X9X6	IPR000090|A0A021X9X6
IPR000090|A0A022FXX2	IPR000090|A0A022FXX2
IPR000090|A0A022L9W5	IPR000090|A0A022L9W5
IPR000090|A0A022LP04	IPR000090|A0A022LP04
IPR000090|A0A022P5B3	IPR000090|A0A022P5B3
IPR000090|A0A022P5B3	IPR000090|A0A010RYN2
IPR000090|A0A022PBZ1	IPR000090|A0A022PBZ1
IPR000090|A0A022PBZ1	IPR000090|A0A014NR14
IPR000090|A0A023CRL9	IPR000090|A0A023CRL9
IPR000090|A0A023CRL9	IPR000090|A0A011A0V8
IPR000090|A0A023CRL9	IPR000090|A0A015KZD9
IPR000090|A0A023CRL9	IPR000090|A0A023DC27
IPR000090|A0A023CWP2	IPR000090|A0A023CWP2
IPR000090|A0A023CWP2	IPR000090|A0A011SES3
IPR000090|A0A023D9J9	IPR000090|A0A023D9J9
IPR000091|A0A023FJ63	IPR000091|A0A023FJ63
IPR000091|A0A026WC84	IPR000091|A0A026WC84
IPR000091|A0A061QFU3	IPR000091|A0A061QFU3
IPR000091|A0A067RBZ0	IPR000091|A0A067RBZ0
IPR000091|A0A084VEI7	IPR000091|A0A084VEI7
IPR000091|A0A091KN95	IPR000091|A0A091KN95
IPR000091|A0A091LPU0	IPR000091|A0A091LPU0
IPR000091|A0A091LPU0	IPR000091|A0A087VI63
IPR000091|A0A091LPU0	IPR000091|A0A091F031
IPR000091|A0A091LPU0	IPR000091|A0A091GCR0
IPR000091|A0A091LPU0	IPR000091|A0A091GWG1
IPR000091|A0A091LPU0	IPR000091|A0A091II49
IPR000091|A0A091LPU0	IPR000091|A0A091L3I6
IPR000091|A0A091LPU0	IPR000091|A0A091MSN2
IPR000091|A0A091LPU0	IPR000091|A0A091TMD9
IPR000091|A0A091LPU0	IPR000091|A0A091VMN8
IPR000091|A0A091LPU0	IPR000091|A0A091WJE7
IPR000091|A0A091LPU0	IPR000091|A0A091D3Y8
IPR000091|A0A091LPU0	IPR000091|A0A091RJ36
IPR000091|A0A091LPU0	IPR000091|A0A091U1H3
IPR000091|A0A091LPU0	IPR000091|A0A087Y8G5
IPR000091|A0A093C5T1	IPR000091|A0A093C5T1
IPR000091|A0A093C5T1	IPR000091|A0A091P1E0
IPR000091|A0A093C8D7	IPR000091|A0A093C8D7
IPR000091|A0A093C8D7	IPR000091|A0A091P956
IPR000091|A0A093C8D7	IPR000091|A0A091PF02
IPR000091|A0A093C8D7	IPR000091|A0A091QM17
IPR000091|A0A093C8D7	IPR000091|A0A093EYJ3
IPR000091|A0A093CPK3	IPR000091|A0A093CPK3
IPR000091|A0A093FNQ6	IPR000091|A0A093FNQ6
IPR000092|A0A009FYC0	IPR000092|A0A009FYC0
IPR000092|A0A009FYC0	IPR000092|A0A009G1I0
IPR000092|A0A009FYC0	IPR000092|A0A009HFQ1
IPR000092|A0A009FYC0	IPR000092|A0A009HU43
IPR000092|A0A009FYC0	IPR000092|A0A009LHI0
IPR000092|A0A009FYC0	IPR000092|A0A009MHF0
IPR000092|A0A009FYC0	IPR000092|A0A009QKJ4
IPR000092|A0A009FYC0	IPR000092|A0A009RP24
IPR000092|A0A009FYC0	IPR000092|A0A009SXK8
IPR000092|A0A009FYC0	IPR000092|A0A009ZCZ5
IPR000092|A0A009FYC0	IPR000092|A0A010JI28
IPR000092|A0A009LMB8	IPR000092|A0A009LMB8
IPR000092|A0A009LMB8	IPR000092|A0A009FTK0
IPR000092|A0A009LMB8	IPR000092|A0A009GG81
IPR000092|A0A009LMB8	IPR000092|A0A009HFM4
IPR000092|A0A009LMB8	IPR000092|A0A009ISQ9
IPR000092|A0A009LMB8	IPR000092|A0A009MK21
IPR000092|A0A009LMB8	IPR000092|A0A009QC85
IPR000092|A0A009LMB8	IPR000092|A0A009QTM1
IPR000092|A0A009LMB8	IPR000092|A0A009TJC4
IPR000092|A0A009LMB8	IPR000092|A0A010JXJ5
IPR000092|A0A009LMB8	IPR000092|A0A009Z1S7
IPR000185|A0A011QV05	IPR000185|A0A011QV05
IPR000185|A0A011RCT5	IPR000185|A0A011RCT5
IPR000185|A0A011T4R8	IPR000185|A0A011T4R8
IPR000185|A0A011T4R8	IPR000185|A0A011SSX7
IPR000185|A0A011UWH6	IPR000185|A0A011UWH6
IPR000185|A0A011VWT9	IPR000185|A0A011VWT9
IPR000186|A0A091RIY1	IPR000186|A0A091RIY1
IPR000186|A0A091T5I1	IPR000186|A0A091T5I1
IPR000186|A0A091T5I1	IPR000186|A0A091GUW0
IPR000186|A0A091T5I1	IPR000186|A0A091KQC6
IPR000186|A0A091T5I1	IPR000186|A0A091LVZ3
IPR000186|A0A091T5I1	IPR000186|A0A087VIJ1
IPR000186|A0A091T5I1	IPR000186|A0A091E7E9
IPR000186|A0A091T5I1	IPR000186|A0A091IRS3
IPR000186|A0A091T5I1	IPR000186|A0A091LH39
IPR000186|A0A091T5I1	IPR000186|A0A091PTQ3
IPR000186|A0A091T5I1	IPR000186|A0A091RQH3
IPR000186|A0A091T5I1	IPR000186|A0A091U6X5
IPR000186|A0A091T5I1	IPR000186|A0A091UZF7
IPR000186|A0A091T5I1	IPR000186|A0A093CJ88
IPR000186|A0A091T5I1	IPR000186|A0A093CK35
IPR000186|A0A091T5I1	IPR000186|A0A093IGE1
IPR000186|A0A091T5I1	IPR000186|A0A093IPB5
IPR000186|A0A091T5I1	IPR000186|A0A093PT39
IPR000186|A0A091T5I1	IPR000186|A0A093R5C1
IPR000186|A0A091T5I1	IPR000186|A0A094KLW8
IPR000186|A0A091T5I1	IPR000186|A0A094LD69
IPR000186|A0A091T5I1	IPR000186|A0A0A0A0T1
IPR000186|A0A091T5I1	IPR000186|A0A091NQ62
IPR000186|A0A093GTB1	IPR000186|A0A093GTB1
IPR000186|A0A096MPP8	IPR000186|A0A096MPP8
IPR000186|A0A096MPP8	IPR000186|A0A091DV04
IPR000186|A0A096MPP8	IPR000186|A0A0D9RMW2
IPR000186|A0A096MPP8	IPR000186|A0A1D5QW08
IPR000186|A0A096MPP8	IPR000186|A0A1S2ZIQ8
IPR000186|A0A1A6GG53	IPR000186|A0A1A6GG53
IPR000190|A0A059ZY04	IPR000190|A0A059ZY04
IPR000190|A0A060VVF8	IPR000190|A0A060VVF8
IPR000190|A0A060VVF8	IPR000147|A0A0P7UW19
IPR000190|A0A061AED0	IPR000190|A0A061AED0
IPR000190|A0A087YSM4	IPR000190|A0A087YSM4
IPR000190|A0A091H049	IPR000190|A0A091H049
IPR000190|A0A091H049	IPR000190|A0A091GB97
IPR000190|A0A091H049	IPR000190|A0A087R7V9
IPR000190|A0A091H049	IPR000190|A0A091EBV8
IPR000190|A0A091H049	IPR000190|A0A091EDP5
IPR000190|A0A091H049	IPR000190|A0A091HZ59
IPR000190|A0A091H049	IPR000190|A0A091JA12
IPR000190|A0A091H049	IPR000190|A0A091KIB1
IPR000190|A0A091H049	IPR000190|A0A091LHN6
IPR000190|A0A091H049	IPR000190|A0A091M272
IPR000190|A0A091H049	IPR000190|A0A091MIY2
IPR000190|A0A091H049	IPR000190|A0A091Q795
IPR000190|A0A091H049	IPR000190|A0A091QK98
IPR000190|A0A091H049	IPR000190|A0A091U0I1
IPR000190|A0A091H049	IPR000190|A0A091U6B0
IPR000190|A0A091H049	IPR000190|A0A091VBC3
IPR000190|A0A091H049	IPR000190|A0A091VLX2
IPR000190|A0A091H049	IPR000190|A0A093C434
IPR000190|A0A091H049	IPR000190|A0A093C6P7
IPR000190|A0A091H049	IPR000190|A0A093ERI0
IPR000190|A0A091H049	IPR000190|A0A093H1S7
IPR000190|A0A091H049	IPR000190|A0A093I395
IPR000190|A0A091H049	IPR000190|A0A093I9I6
IPR000190|A0A091H049	IPR000190|A0A093J7A5
IPR000190|A0A091H049	IPR000190|A0A093LU16
IPR000190|A0A091H049	IPR000190|A0A093NIE1
IPR000200|A0A015SAU4	IPR000200|A0A015SAU4
IPR000200|A0A015TWJ0	IPR000200|A0A015TWJ0
IPR000200|A0A015TWJ0	IPR000200|A0A015XBZ7
IPR000200|A0A015WHP9	IPR000200|A0A015WHP9
IPR000200|A0A015WHP9	IPR000200|A0A015Z778
IPR000200|A0A015WHP9	IPR000200|A0A016ETT6
IPR000200|A0A015WHP9	IPR000200|A0A017NKP6
IPR000200|A0A015XJ16	IPR000200|A0A015XJ16
IPR000200|A0A015XJ16	IPR000200|A0A015V7D8
IPR000200|A0A015XJ16	IPR000200|A0A015YLS9
IPR000200|A0A015XJ16	IPR000200|A0A016I1U0
IPR000200|A0A016FUT1	IPR000200|A0A016FUT1
IPR000200|A0A016GDE4	IPR000200|A0A016GDE4
IPR000200|A0A016GDE4	IPR000200|A0A015RU05
